interaction_id,customer_id,fecha_interaccion,hora_interaccion,canal_contacto,motivo,transcripcion,sentimiento,puntaje_positivo,puntaje_negativo,puntaje_neutro,estrellas,resuelto,tiempo_espera_seg,duracion_minutos,agente
INT-02603,XFC-03339,2025-07-04,14:48,Llamada,Cambio de medicamento,Quiero saber si ya llegó mi pedido de insulina.,NEUTRO,0.2772,0.1786,0.5442,3,True,13,7.6,Yolanda T.
INT-02604,XFC-03643,2024-07-24,09:16,Llamada,Devolución de producto,Quiero confirmar si aceptan mi seguro ARS Humano.,NEUTRO,0.2286,0.1689,0.6025,3,True,23,10.2,Ana M.
INT-02605,XFC-07126,2024-10-26,11:16,Chat App,Problema con seguro/ARS,Necesito información sobre el programa de lealtad.,NEUTRO,0.2306,0.2023,0.5671,3,False,41,10.9,Carlos R.
INT-02606,XFC-04754,2023-10-14,07:05,Llamada,Queja de atención en sucursal,"La app funciona muy bien, pedí y me llegó al día siguiente.",POSITIVO,0.7978,0.0441,0.1581,4,True,305,4.2,José L.
INT-02607,XFC-04754,2025-03-16,18:28,Llamada,Solicitud de reabastecimiento,El descuento de paciente crónico me ayuda mucho.,POSITIVO,0.6332,0.0304,0.3364,4,True,289,10.3,María P.
INT-02608,XFC-04754,2024-11-07,19:23,Llamada,Problema con seguro/ARS,Quisiera saber el horario de la sucursal de Santiago.,NEUTRO,0.328,0.1706,0.5014,3,True,10,1.0,Pedro D.
INT-02609,XFC-04868,2025-07-19,18:42,Llamada,Consulta sobre programa de lealtad,Necesito información sobre el programa de lealtad.,NEUTRO,0.3112,0.1115,0.5773,3,True,121,8.1,Yolanda T.
INT-02610,XFC-04868,2025-12-02,20:50,WhatsApp,Queja de atención en sucursal,"La app funciona muy bien, pedí y me llegó al día siguiente.",POSITIVO,0.6609,0.0808,0.2583,4,True,16,9.5,María P.
INT-02611,XFC-04868,2025-10-17,18:39,WhatsApp,Problema con seguro/ARS,Me siento frustrado porque dependo de este medicamento diariamente.,NEGATIVO,0.0997,0.6749,0.2254,1,True,44,6.0,Miguel A.
INT-02612,XFC-04868,2025-11-26,14:32,WhatsApp,Retraso en delivery,"La farmacéutica me explicó todo muy bien, muy profesional.",POSITIVO,0.6565,0.0341,0.3094,4,True,97,12.5,Ana M.
INT-02613,XFC-06584,2025-11-12,19:42,Chat App,Retraso en delivery,Tengo una condición crónica y no pueden dejarme sin medicamento así.,NEGATIVO,0.0517,0.5938,0.3545,1,True,18,1.2,Carlos R.
INT-02614,XFC-06584,2025-01-10,07:15,Llamada,Error en facturación,Pedí el genérico y me dieron el de marca sin consultar.,NEGATIVO,0.0639,0.8256,0.1105,2,False,84,7.4,José L.
INT-02615,XFC-06584,2024-07-19,16:06,WhatsApp,Problema con seguro/ARS,Es la segunda vez que vengo y no tienen mi receta lista.,NEGATIVO,0.0846,0.7763,0.1391,1,False,16,13.1,José L.
INT-02616,XFC-07340,2025-11-23,20:49,WhatsApp,Solicitud de reabastecimiento,El descuento de paciente crónico me ayuda mucho.,POSITIVO,0.6432,0.0477,0.3091,5,True,92,2.6,Miguel A.
INT-02617,XFC-07340,2025-12-31,20:52,WhatsApp,Medicamento agotado,"La farmacéutica me explicó todo muy bien, muy profesional.",POSITIVO,0.5521,0.0445,0.4034,5,True,278,10.4,José L.
INT-02618,XFC-07340,2025-08-23,09:17,Llamada,Medicamento agotado,Esto es una falta de respeto al paciente crónico.,NEGATIVO,0.1119,0.9359,-0.0478,2,False,95,7.0,Carlos R.
INT-02619,XFC-02975,2024-06-10,18:57,Chat App,Error en facturación,Necesito información sobre el programa de lealtad.,NEUTRO,0.2203,0.2679,0.5118,3,False,196,7.8,Carlos R.
INT-02620,XFC-02975,2024-06-12,15:05,Email,Medicamento agotado,Me gustaría saber cuándo llega el próximo lote.,NEUTRO,0.3194,0.2628,0.4178,3,False,184,8.8,Ana M.
INT-02621,XFC-00332,2025-08-22,14:11,Chat App,Problema con seguro/ARS,"Estoy muy contento con el programa de puntos, me ahorro bastante.",POSITIVO,0.5847,0.0311,0.3842,4,True,80,4.5,Pedro D.
INT-02622,XFC-00332,2024-02-18,20:36,Email,Reclamo de precio,"Muchas gracias, la atención fue excelente como siempre.",POSITIVO,0.8492,0.0899,0.0609,5,True,119,9.3,José L.
INT-02623,XFC-00332,2025-05-01,16:15,Llamada,Queja de atención en sucursal,"Siempre encuentro todo lo que necesito, gracias.",POSITIVO,0.5926,0.0656,0.3418,4,True,90,11.1,José L.
INT-02624,XFC-07023,2025-07-14,17:28,WhatsApp,Medicamento agotado,Quiero felicitar al personal de la sucursal del Distrito.,POSITIVO,0.7011,0.0227,0.2762,5,True,124,11.7,María P.
INT-02625,XFC-07023,2025-04-01,12:11,Llamada,Queja de atención en sucursal,Necesito información sobre el programa de lealtad.,NEUTRO,0.3835,0.1261,0.4904,3,True,128,20.0,Rosa G.
INT-02626,XFC-07023,2024-12-14,09:08,Email,Consulta sobre programa de lealtad,"Me encanta el servicio de delivery, muy puntual.",POSITIVO,0.7244,0.0847,0.1909,4,True,35,4.1,Yolanda T.
INT-02627,XFC-01051,2025-11-13,18:02,Llamada,Solicitud de reabastecimiento,"La farmacéutica me explicó todo muy bien, muy profesional.",POSITIVO,0.6499,0.0225,0.3276,5,True,116,9.0,Yolanda T.
INT-02628,XFC-01051,2023-08-25,20:45,Email,Consulta sobre programa de lealtad,Quiero confirmar si aceptan mi seguro ARS Humano.,NEUTRO,0.2547,0.1544,0.5909,3,True,17,4.2,Pedro D.
INT-02629,XFC-06537,2025-01-29,09:04,Llamada,Consulta sobre producto,Quiero felicitar al personal de la sucursal del Distrito.,POSITIVO,0.6447,0.0222,0.3331,5,True,47,1.8,Carmen S.
INT-02630,XFC-06537,2023-10-03,07:39,Chat App,Cambio de medicamento,"Estoy muy contento con el programa de puntos, me ahorro bastante.",POSITIVO,0.6711,0.0484,0.2805,4,True,38,12.8,María P.
INT-02631,XFC-06415,2024-12-28,18:27,Llamada,Error en facturación,Esto es una falta de respeto al paciente crónico.,NEGATIVO,0.0346,0.9084,0.057,1,True,41,10.9,José L.
INT-02632,XFC-06482,2024-09-24,12:52,WhatsApp,Problema con seguro/ARS,"La atención en la sucursal fue pésima, nadie sabía nada.",NEGATIVO,0.1376,0.5749,0.2875,1,False,242,3.5,Rosa G.
INT-02633,XFC-06482,2024-05-29,09:13,Llamada,Seguimiento de pedido,"Me encanta el servicio de delivery, muy puntual.",POSITIVO,0.6238,0.0223,0.3539,5,True,26,5.6,Ana M.
INT-02634,XFC-06482,2025-08-14,16:34,Llamada,Queja de atención en sucursal,El descuento de paciente crónico me ayuda mucho.,POSITIVO,0.7026,0.0495,0.2479,4,True,127,11.2,Rosa G.
INT-02635,XFC-01611,2025-11-29,12:19,Chat App,Problema con seguro/ARS,Me siento frustrado porque dependo de este medicamento diariamente.,NEGATIVO,0.12,0.8355,0.0445,1,False,163,8.6,Yolanda T.
INT-02636,XFC-04350,2024-12-18,12:21,Llamada,Medicamento agotado,Esto es una falta de respeto al paciente crónico.,NEGATIVO,0.038,0.7353,0.2267,2,True,114,7.5,Rosa G.
INT-02637,XFC-05111,2025-12-31,11:55,WhatsApp,Seguimiento de pedido,"Me encanta el servicio de delivery, muy puntual.",POSITIVO,0.8645,0.035,0.1005,5,True,36,5.6,Rosa G.
INT-02638,XFC-07502,2025-08-28,12:22,Llamada,Reclamo de precio,"La app funciona muy bien, pedí y me llegó al día siguiente.",POSITIVO,0.5835,0.0923,0.3242,5,True,424,11.5,José L.
INT-02639,XFC-07502,2025-03-01,17:28,WhatsApp,Error en facturación,Necesito información sobre el programa de lealtad.,NEUTRO,0.3978,0.1168,0.4854,3,True,193,6.2,Pedro D.
INT-02640,XFC-02923,2025-12-31,10:16,Llamada,Problema con seguro/ARS,El descuento de paciente crónico me ayuda mucho.,POSITIVO,0.7706,0.0985,0.1309,5,True,67,6.3,Miguel A.
INT-02641,XFC-07005,2024-07-01,07:51,Llamada,Solicitud de reabastecimiento,"La farmacéutica me explicó todo muy bien, muy profesional.",POSITIVO,0.6454,0.0493,0.3053,5,True,91,8.7,Miguel A.
INT-02642,XFC-07850,2025-10-23,10:00,Llamada,Devolución de producto,"Estoy muy contento con el programa de puntos, me ahorro bastante.",POSITIVO,0.5885,0.0625,0.349,4,True,194,10.4,Carmen S.
INT-02643,XFC-06834,2023-02-14,11:12,WhatsApp,Error en facturación,Quiero saber si ya llegó mi pedido de insulina.,NEUTRO,0.358,0.1285,0.5135,3,True,10,7.4,Rosa G.
INT-02644,XFC-04416,2025-12-31,15:02,Llamada,Queja de atención en sucursal,No entiendo por qué subieron el precio sin aviso.,NEGATIVO,0.1025,0.7987,0.0988,2,False,71,10.4,Ana M.
INT-02645,XFC-04416,2025-12-31,16:52,Chat App,Problema con app/web,"Muchas gracias, la atención fue excelente como siempre.",POSITIVO,0.5923,0.0334,0.3743,4,True,64,10.9,Yolanda T.
INT-02646,XFC-06857,2024-11-11,09:27,Llamada,Consulta sobre programa de lealtad,Estoy llamando para verificar si tienen Losartán 50mg.,NEUTRO,0.1454,0.2976,0.557,3,True,134,13.2,Luis F.
INT-02647,XFC-06857,2023-06-25,20:32,Llamada,Consulta sobre programa de lealtad,"Estoy muy contento con el programa de puntos, me ahorro bastante.",POSITIVO,0.6676,0.0289,0.3035,5,True,10,4.5,Pedro D.
INT-02648,XFC-01507,2024-03-21,17:39,Chat App,Solicitud de reabastecimiento,"Muchas gracias, la atención fue excelente como siempre.",POSITIVO,0.807,0.0963,0.0967,5,True,86,4.2,Miguel A.
INT-02649,XFC-01507,2025-04-21,19:05,Llamada,Reclamo de precio,Es la segunda vez que vengo y no tienen mi receta lista.,NEGATIVO,0.1017,0.9149,-0.0166,1,True,172,1.5,Ana M.
INT-02650,XFC-06117,2025-10-02,20:52,Llamada,Error en facturación,Esto es una falta de respeto al paciente crónico.,NEGATIVO,0.1181,0.8142,0.0677,1,True,96,4.4,Pedro D.
INT-02651,XFC-06117,2025-12-13,10:31,Chat App,Retraso en delivery,"Estoy muy contento con el programa de puntos, me ahorro bastante.",POSITIVO,0.8892,0.0621,0.0487,5,True,173,10.8,Rosa G.
INT-02652,XFC-06117,2025-06-11,15:19,Llamada,Reclamo de precio,Es la segunda vez que vengo y no tienen mi receta lista.,NEGATIVO,0.0456,0.9076,0.0468,2,False,665,12.0,Luis F.
INT-02653,XFC-03176,2025-03-02,07:22,Email,Reclamo de precio,Quiero confirmar si aceptan mi seguro ARS Humano.,NEUTRO,0.3593,0.2101,0.4306,3,False,10,6.8,Miguel A.
INT-02654,XFC-03176,2025-04-15,20:29,WhatsApp,Problema con app/web,"La app funciona muy bien, pedí y me llegó al día siguiente.",POSITIVO,0.8394,0.0417,0.1189,4,True,35,10.3,Luis F.
INT-02655,XFC-03726,2024-07-10,08:01,Chat App,Medicamento agotado,Pedí el genérico y me dieron el de marca sin consultar.,NEGATIVO,0.1278,0.6853,0.1869,2,True,46,14.2,Luis F.
INT-02656,XFC-03914,2024-12-27,20:35,WhatsApp,Retraso en delivery,Me cobraron de más y no me quieren devolver el dinero.,NEGATIVO,0.1418,0.94,-0.0818,1,True,226,9.1,Carmen S.
INT-02657,XFC-01619,2024-11-28,15:58,Llamada,Cambio de medicamento,"Muchas gracias, la atención fue excelente como siempre.",POSITIVO,0.7819,0.0781,0.14,5,True,513,1.0,Luis F.
INT-02658,XFC-01619,2025-08-31,09:24,Llamada,Retraso en delivery,Me siento frustrado porque dependo de este medicamento diariamente.,NEGATIVO,0.1479,0.798,0.0541,1,False,96,11.2,Rosa G.
INT-02659,XFC-05516,2023-12-21,12:37,Chat App,Problema con app/web,Necesito una cotización para un tratamiento mensual.,NEUTRO,0.1986,0.2593,0.5421,3,True,146,6.0,María P.
INT-02660,XFC-05592,2024-04-20,12:08,Chat App,Medicamento agotado,Quiero felicitar al personal de la sucursal del Distrito.,POSITIVO,0.6154,0.027,0.3576,5,True,307,7.3,José L.
INT-02661,XFC-05592,2025-11-07,09:33,Chat App,Consulta sobre producto,"La farmacéutica me explicó todo muy bien, muy profesional.",POSITIVO,0.6208,0.0274,0.3518,5,True,140,9.4,Carlos R.
INT-02662,XFC-07800,2025-04-05,07:17,WhatsApp,Consulta de horarios,"La app funciona muy bien, pedí y me llegó al día siguiente.",POSITIVO,0.5572,0.0992,0.3436,4,True,38,7.2,Luis F.
INT-02663,XFC-00515,2024-11-24,20:48,WhatsApp,Queja de atención en sucursal,Me cobraron de más y no me quieren devolver el dinero.,NEGATIVO,0.1367,0.7927,0.0706,1,True,180,17.7,Rosa G.
INT-02664,XFC-00318,2025-06-06,12:35,Chat App,Consulta sobre producto,Me gustaría saber cuándo llega el próximo lote.,NEUTRO,0.4361,0.1069,0.457,3,True,331,7.3,José L.
INT-02665,XFC-00318,2025-11-14,14:37,WhatsApp,Consulta sobre programa de lealtad,"Estoy muy contento con el programa de puntos, me ahorro bastante.",POSITIVO,0.9112,0.0569,0.0319,4,True,23,10.6,Carlos R.
INT-02666,XFC-00318,2025-12-06,19:49,Llamada,Problema con app/web,"La farmacéutica me explicó todo muy bien, muy profesional.",POSITIVO,0.6105,0.0696,0.3199,4,True,233,10.7,Rosa G.
INT-02667,XFC-00318,2025-07-15,13:25,WhatsApp,Seguimiento de pedido,Necesito una cotización para un tratamiento mensual.,NEUTRO,0.4227,0.1004,0.4769,3,True,124,10.9,María P.
INT-02668,XFC-01420,2025-01-05,10:49,Llamada,Retraso en delivery,Estoy llamando para verificar si tienen Losartán 50mg.,NEUTRO,0.1563,0.2515,0.5922,3,True,50,1.9,Carmen S.
INT-02669,XFC-01420,2025-06-17,20:54,Llamada,Consulta de horarios,Quisiera programar una entrega recurrente de mi medicamento.,NEUTRO,0.2696,0.2177,0.5127,3,False,422,15.0,Rosa G.
INT-02670,XFC-01850,2025-11-01,14:59,Llamada,Solicitud de reabastecimiento,"La farmacéutica me explicó todo muy bien, muy profesional.",POSITIVO,0.7412,0.0749,0.1839,5,True,19,5.7,Pedro D.
INT-02671,XFC-01850,2025-07-27,08:59,WhatsApp,Problema con seguro/ARS,Esto es una falta de respeto al paciente crónico.,NEGATIVO,0.1466,0.7289,0.1245,1,False,114,8.6,Carlos R.
INT-02672,XFC-01850,2025-04-16,11:26,Chat App,Problema con app/web,"Muchas gracias, la atención fue excelente como siempre.",POSITIVO,0.9059,0.0603,0.0338,4,True,248,14.8,Pedro D.
INT-02673,XFC-03387,2023-09-28,10:20,WhatsApp,Medicamento agotado,Mi seguro no me lo quieren pasar y en otras farmacias sí.,NEGATIVO,0.1139,0.8838,0.0023,1,True,61,13.3,Carmen S.
INT-02674,XFC-06075,2025-08-01,19:11,Llamada,Error en facturación,Quisiera programar una entrega recurrente de mi medicamento.,NEUTRO,0.281,0.2877,0.4313,3,True,10,7.5,Yolanda T.
INT-02675,XFC-04730,2024-06-13,13:21,Llamada,Consulta sobre programa de lealtad,"La app funciona muy bien, pedí y me llegó al día siguiente.",POSITIVO,0.5815,0.04,0.3785,4,True,34,10.4,Miguel A.
INT-02676,XFC-04730,2025-09-03,19:20,Llamada,Consulta sobre programa de lealtad,Quiero saber si ya llegó mi pedido de insulina.,NEUTRO,0.2365,0.1511,0.6124,3,True,70,14.8,Rosa G.
INT-02677,XFC-00793,2025-05-16,18:42,Chat App,Problema con app/web,Quiero confirmar si aceptan mi seguro ARS Humano.,NEUTRO,0.3424,0.2533,0.4043,3,True,14,3.7,Yolanda T.
INT-02678,XFC-00793,2024-02-24,07:13,Email,Medicamento agotado,"Muchas gracias, la atención fue excelente como siempre.",POSITIVO,0.6647,0.0213,0.314,5,True,150,8.4,María P.
INT-02679,XFC-00793,2024-10-15,15:05,WhatsApp,Retraso en delivery,"La atención en la sucursal fue pésima, nadie sabía nada.",NEGATIVO,0.0673,0.6811,0.2516,1,True,472,7.9,María P.
INT-02680,XFC-00534,2024-11-23,15:08,Llamada,Medicamento agotado,No entiendo por qué subieron el precio sin aviso.,NEGATIVO,0.0979,0.7505,0.1516,1,False,348,4.3,José L.
INT-02681,XFC-00534,2025-01-08,09:42,Llamada,Error en facturación,Quiero saber si ya llegó mi pedido de insulina.,NEUTRO,0.1962,0.2189,0.5849,3,True,62,7.7,José L.
INT-02682,XFC-02342,2025-08-03,13:15,Llamada,Retraso en delivery,"La atención en la sucursal fue pésima, nadie sabía nada.",NEGATIVO,0.0316,0.7752,0.1932,1,False,10,8.2,María P.
INT-02683,XFC-02342,2023-10-08,20:34,Chat App,Retraso en delivery,Necesito información sobre el programa de lealtad.,NEUTRO,0.2695,0.2957,0.4348,3,True,10,12.7,Miguel A.
INT-02684,XFC-06551,2024-01-16,14:56,Llamada,Consulta sobre producto,Estoy llamando para verificar si tienen Losartán 50mg.,NEUTRO,0.3856,0.1384,0.476,3,True,55,14.5,María P.
INT-02685,XFC-06551,2024-08-12,15:27,WhatsApp,Medicamento agotado,Me gustaría saber cuándo llega el próximo lote.,NEUTRO,0.3248,0.1556,0.5196,3,True,99,7.3,Carlos R.
INT-02686,XFC-06551,2024-02-05,18:46,Llamada,Problema con app/web,"Estoy muy contento con el programa de puntos, me ahorro bastante.",POSITIVO,0.7708,0.0979,0.1313,5,True,112,2.4,Carmen S.
INT-02687,XFC-06551,2025-07-09,11:59,Llamada,Retraso en delivery,Es la segunda vez que vengo y no tienen mi receta lista.,NEGATIVO,0.1341,0.9171,-0.0512,2,False,12,4.6,Miguel A.
INT-02688,XFC-05403,2025-07-29,09:47,Llamada,Error en facturación,"La farmacéutica me explicó todo muy bien, muy profesional.",POSITIVO,0.6766,0.098,0.2254,5,True,74,9.8,José L.
INT-02689,XFC-02090,2025-08-28,10:22,Llamada,Consulta sobre producto,"La app funciona muy bien, pedí y me llegó al día siguiente.",POSITIVO,0.7789,0.077,0.1441,4,True,336,9.0,Carmen S.
INT-02690,XFC-02090,2025-10-26,14:27,Llamada,Reclamo de precio,Llevo llamando toda la mañana y nadie contesta.,NEGATIVO,0.0843,0.9158,-0.0001,2,True,82,2.2,Carlos R.
INT-02691,XFC-00750,2025-05-14,18:00,Llamada,Solicitud de reabastecimiento,"Me encanta el servicio de delivery, muy puntual.",POSITIVO,0.914,0.0303,0.0557,5,True,39,6.8,José L.
INT-02692,XFC-00750,2025-09-13,07:59,Llamada,Consulta sobre programa de lealtad,Quisiera saber el horario de la sucursal de Santiago.,NEUTRO,0.1103,0.2879,0.6018,3,False,95,3.9,Pedro D.
INT-02693,XFC-00845,2024-10-01,19:14,Email,Queja de atención en sucursal,Necesito información sobre el programa de lealtad.,NEUTRO,0.3195,0.1613,0.5192,3,True,138,8.0,Luis F.
INT-02694,XFC-00845,2024-09-04,16:05,WhatsApp,Retraso en delivery,Esto es una falta de respeto al paciente crónico.,NEGATIVO,0.0703,0.7401,0.1896,1,False,84,8.7,Carmen S.
INT-02695,XFC-00845,2024-12-12,08:18,WhatsApp,Retraso en delivery,"La app funciona muy bien, pedí y me llegó al día siguiente.",POSITIVO,0.6471,0.0748,0.2781,5,True,113,18.9,José L.
INT-02696,XFC-02330,2025-11-13,10:29,Email,Queja de atención en sucursal,Necesito información sobre el programa de lealtad.,NEUTRO,0.1482,0.2096,0.6422,3,True,10,5.9,Carlos R.
INT-02697,XFC-02330,2024-01-23,08:58,Llamada,Consulta sobre programa de lealtad,Quisiera saber el horario de la sucursal de Santiago.,NEUTRO,0.3654,0.1082,0.5264,3,True,71,10.1,Rosa G.
INT-02698,XFC-00735,2025-10-24,08:47,WhatsApp,Reclamo de precio,Tengo una condición crónica y no pueden dejarme sin medicamento así.,NEGATIVO,0.0301,0.7356,0.2343,1,True,56,4.4,María P.
INT-02699,XFC-00735,2025-09-16,11:08,Llamada,Medicamento agotado,Tengo una condición crónica y no pueden dejarme sin medicamento así.,NEGATIVO,0.0983,0.847,0.0547,2,False,90,12.2,José L.
INT-02700,XFC-04389,2025-01-16,20:00,Llamada,Medicamento agotado,"El delivery nunca llega a tiempo, esto es inaceptable.",NEGATIVO,0.0807,0.6081,0.3112,2,True,111,10.2,Miguel A.
INT-02701,XFC-02418,2025-12-31,17:24,WhatsApp,Problema con app/web,Quiero felicitar al personal de la sucursal del Distrito.,POSITIVO,0.8531,0.0522,0.0947,5,True,119,9.3,Carmen S.
INT-02702,XFC-02418,2025-12-31,10:18,WhatsApp,Devolución de producto,"Me encanta el servicio de delivery, muy puntual.",POSITIVO,0.8489,0.0798,0.0713,5,True,39,8.8,Miguel A.
INT-02703,XFC-02418,2025-12-31,19:15,WhatsApp,Consulta sobre programa de lealtad,Quiero felicitar al personal de la sucursal del Distrito.,POSITIVO,0.6576,0.0773,0.2651,5,True,57,12.7,Yolanda T.
INT-02704,XFC-02418,2025-12-31,19:10,Llamada,Medicamento agotado,Llevo llamando toda la mañana y nadie contesta.,NEGATIVO,0.0535,0.7706,0.1759,1,False,10,3.6,Luis F.
INT-02705,XFC-06659,2025-03-24,20:03,Llamada,Consulta sobre producto,"Estoy muy contento con el programa de puntos, me ahorro bastante.",POSITIVO,0.7288,0.0898,0.1814,4,True,31,9.2,Carmen S.
INT-02706,XFC-06659,2025-03-19,10:48,Llamada,Devolución de producto,"Muchas gracias, la atención fue excelente como siempre.",POSITIVO,0.8924,0.0322,0.0754,4,True,77,2.4,Carmen S.
INT-02707,XFC-00885,2023-02-17,19:38,WhatsApp,Problema con seguro/ARS,Quiero felicitar al personal de la sucursal del Distrito.,POSITIVO,0.6111,0.0942,0.2947,5,True,196,4.9,Carlos R.
INT-02708,XFC-00885,2023-06-07,18:37,Chat App,Solicitud de reabastecimiento,"Siempre encuentro todo lo que necesito, gracias.",POSITIVO,0.6996,0.0308,0.2696,5,True,140,8.8,Pedro D.
INT-02709,XFC-07583,2024-06-14,18:12,WhatsApp,Seguimiento de pedido,Quisiera programar una entrega recurrente de mi medicamento.,NEUTRO,0.3927,0.1209,0.4864,3,True,215,5.0,José L.
INT-02710,XFC-07583,2025-08-10,09:09,Llamada,Solicitud de reabastecimiento,El descuento de paciente crónico me ayuda mucho.,POSITIVO,0.6533,0.0792,0.2675,5,True,10,4.9,Pedro D.
INT-02711,XFC-07031,2024-09-04,10:13,Llamada,Reclamo de precio,Llevo llamando toda la mañana y nadie contesta.,NEGATIVO,0.0237,0.8604,0.1159,2,True,32,3.5,Luis F.
INT-02712,XFC-07031,2023-07-17,12:12,WhatsApp,Error en facturación,Estoy llamando para verificar si tienen Losartán 50mg.,NEUTRO,0.1348,0.2397,0.6255,3,True,165,7.4,Ana M.
INT-02713,XFC-04955,2025-10-31,11:52,Llamada,Retraso en delivery,Me siento frustrado porque dependo de este medicamento diariamente.,NEGATIVO,0.149,0.7078,0.1432,1,False,10,6.2,Carlos R.
INT-02714,XFC-04955,2025-10-02,15:15,Llamada,Queja de atención en sucursal,"Estoy muy contento con el programa de puntos, me ahorro bastante.",POSITIVO,0.7429,0.0499,0.2072,4,True,118,2.1,José L.
INT-02715,XFC-04955,2025-10-04,10:21,Llamada,Retraso en delivery,"La farmacéutica me explicó todo muy bien, muy profesional.",POSITIVO,0.685,0.0315,0.2835,5,True,151,6.3,Rosa G.
INT-02716,XFC-04955,2023-09-04,09:39,Llamada,Devolución de producto,Quisiera saber el horario de la sucursal de Santiago.,NEUTRO,0.284,0.1233,0.5927,3,True,98,14.6,Rosa G.
